,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),Label
4268,-0.984375,-0.21875,-0.01171875,0
4269,-0.98828125,-0.2265625,-0.00390625,0
4270,-0.98828125,-0.21484375,0.00390625,0
4271,-1.0,-0.25390625,0.00390625,0
4272,-0.9765625,-0.23046875,0.0,0
4273,-0.97265625,-0.22265625,-0.0078125,0
4274,-0.9765625,-0.234375,0.0,0
4275,-0.97265625,-0.2265625,-0.00390625,0
4276,-0.98046875,-0.23046875,0.0,0
4277,-0.98046875,-0.2265625,0.0,0
4278,-0.98046875,-0.23828125,0.0,0
4279,-0.9765625,-0.2265625,0.0,0
4280,-0.98046875,-0.2265625,0.0,0
4281,-0.98046875,-0.2421875,0.00390625,0
4282,-0.98046875,-0.23828125,0.0,0
4283,-0.984375,-0.234375,0.00390625,0
4284,-0.97265625,-0.234375,-0.015625,0
4285,-0.97265625,-0.234375,-0.00390625,0
4286,-0.97265625,-0.23046875,0.0,0
4287,-0.98046875,-0.22265625,0.0078125,0
4288,-0.98046875,-0.2265625,0.00390625,0
4289,-0.9765625,-0.234375,0.0,0
4290,-0.984375,-0.2265625,0.00390625,0
4291,-0.984375,-0.21875,0.0,0
4292,-0.98046875,-0.22265625,-0.00390625,0
4293,-0.98046875,-0.203125,-0.0078125,0
4294,-0.984375,-0.2265625,0.0,0
4295,-0.9765625,-0.2265625,-0.01171875,0
4296,-0.984375,-0.2421875,0.0,0
4297,-0.984375,-0.23828125,0.0,0
4298,-0.97265625,-0.234375,0.0,0
4299,-0.97265625,-0.23046875,0.0,0
4300,-0.9765625,-0.23828125,0.0,0
4301,-0.9921875,-0.2421875,-0.00390625,0
4302,-0.97265625,-0.23046875,0.0078125,0
4303,-0.984375,-0.2265625,0.00390625,0
4304,-0.97265625,-0.24609375,0.00390625,0
4305,-0.97265625,-0.23828125,0.0,0
4306,-0.98828125,-0.23828125,0.0,0
4307,-0.98828125,-0.2265625,0.00390625,0
4308,-0.9765625,-0.2265625,0.0,0
4309,-0.9765625,-0.23828125,-0.00390625,0
4310,-0.984375,-0.24609375,0.0078125,0
4311,-0.97265625,-0.234375,0.00390625,0
4312,-0.97265625,-0.23828125,0.0,0
4313,-0.97265625,-0.234375,0.00390625,0
4314,-0.98046875,-0.2265625,0.00390625,0
4315,-1.00390625,-0.21875,0.00390625,0
4316,-0.96875,-0.23828125,0.0,0
4317,-0.97265625,-0.23046875,0.0078125,0
4318,-0.9765625,-0.23828125,0.0,0
4319,-0.984375,-0.25,0.0,0
4320,-0.9765625,-0.23828125,-0.00390625,0
4321,-0.98828125,-0.2421875,0.00390625,0
4322,-0.9765625,-0.24609375,0.00390625,0
4323,-0.98046875,-0.24609375,0.00390625,0
4324,-0.98046875,-0.234375,0.0,0
4325,-0.9765625,-0.23828125,0.0,0
4326,-0.9765625,-0.23046875,0.00390625,0
4327,-0.9765625,-0.234375,0.00390625,0
4328,-0.96875,-0.2265625,0.00390625,0
4329,-0.984375,-0.2421875,0.00390625,0
4330,-0.98046875,-0.234375,0.0,0
4331,-0.984375,-0.23046875,0.00390625,0
4332,-0.97265625,-0.2421875,-0.0078125,0
4333,-0.97265625,-0.2421875,0.0,0
4334,-0.98046875,-0.21875,0.0,0
4335,-0.9765625,-0.21875,0.0078125,0
4336,-0.9765625,-0.234375,0.0,0
4337,-0.953125,-0.2421875,-0.00390625,0
4338,-0.9765625,-0.2265625,0.0,0
4339,-0.9765625,-0.23828125,-0.00390625,0
4340,-0.9765625,-0.2265625,0.0,0
4341,-0.98046875,-0.234375,0.0,0
4342,-0.9765625,-0.22265625,0.0,0
4343,-0.98046875,-0.22265625,0.0,0
4344,-0.97265625,-0.2265625,-0.0078125,0
4345,-0.9765625,-0.21875,-0.015625,0
4346,-0.9765625,-0.23046875,-0.00390625,0
4347,-0.9765625,-0.23046875,0.00390625,0
4348,-0.98046875,-0.23828125,-0.00390625,0
4349,-0.9765625,-0.23828125,0.00390625,0
4350,-0.96875,-0.24609375,0.0,0
4351,-0.96875,-0.23046875,0.0,0
4352,-0.96484375,-0.2109375,0.0,0
4353,-0.97265625,-0.203125,0.0,0
4354,-0.9765625,-0.21484375,-0.00390625,0
4355,-0.9921875,-0.2265625,0.00390625,0
4356,-0.98828125,-0.22265625,0.0,0
4357,-0.984375,-0.22265625,0.0,0
4358,-1.0234375,-0.23046875,-0.00390625,0
4359,-0.98046875,-0.20703125,-0.00390625,0
4360,-0.99609375,-0.2265625,-0.00390625,0
4361,-0.9921875,-0.22265625,-0.01171875,0
4362,-0.9921875,-0.22265625,0.0,0
4363,-0.984375,-0.22265625,-0.01171875,0
4364,-0.97265625,-0.21484375,-0.0078125,0
4365,-0.9765625,-0.234375,-0.00390625,0
4366,-0.96875,-0.2265625,0.0,0
4367,-0.9609375,-0.23046875,0.0,0
4368,-0.9765625,-0.22265625,-0.00390625,0
4369,-0.9765625,-0.234375,-0.01953125,0
4370,-0.98046875,-0.21875,0.0,0
4371,-0.98828125,-0.23046875,0.0,0
4372,-1.0,-0.2265625,0.0,0
4373,-0.99609375,-0.22265625,-0.0078125,0
4374,-1.00390625,-0.22265625,0.0,0
4375,-1.0,-0.21875,0.0,0
4376,-1.00390625,-0.2265625,-0.00390625,0
4377,-0.99609375,-0.2109375,0.0,0
4378,-1.0,-0.22265625,0.0,0
4379,-0.98828125,-0.234375,0.00390625,0
4380,-0.9765625,-0.203125,0.0078125,0
4381,-0.9765625,-0.22265625,0.0,0
4382,-0.97265625,-0.2265625,0.0,0
4383,-0.96484375,-0.21875,-0.00390625,0
4384,-0.97265625,-0.2265625,0.0,0
4385,-0.97265625,-0.2109375,-0.0078125,0
4386,-0.9765625,-0.1953125,0.0,0
4387,-0.97265625,-0.20703125,0.00390625,0
4388,-0.9765625,-0.21484375,0.00390625,0
4389,-0.9765625,-0.21875,0.00390625,0
4390,-0.96484375,-0.22265625,0.0078125,0
4391,-0.9609375,-0.22265625,0.00390625,0
4392,-0.96875,-0.234375,0.0078125,0
4393,-0.95703125,-0.23828125,0.01171875,0
4394,-0.9609375,-0.234375,0.0078125,0
4395,-0.96875,-0.2109375,0.015625,0
4396,-0.96875,-0.23828125,0.0,0
4397,-0.97265625,-0.21484375,0.00390625,0
4398,-0.97265625,-0.21875,0.0,0
4399,-0.98046875,-0.21875,-0.0078125,0
4400,-0.9765625,-0.21875,-0.01953125,0
4401,-0.9921875,-0.21484375,-0.015625,0
4402,-0.98828125,-0.2265625,-0.015625,0
4403,-0.98046875,-0.2109375,-0.0078125,0
4404,-0.98828125,-0.22265625,-0.0078125,0
4405,-0.97265625,-0.23828125,0.0,0
4406,-0.97265625,-0.21875,-0.00390625,0
4407,-0.9765625,-0.2265625,0.00390625,0
4408,-0.98046875,-0.2265625,0.00390625,0
4409,-0.98046875,-0.23046875,0.0,0
4410,-0.9765625,-0.234375,-0.00390625,0
4411,-0.97265625,-0.23828125,0.0,0
4412,-0.9765625,-0.234375,-0.0078125,0
4413,-0.9765625,-0.21875,-0.015625,0
4414,-0.98828125,-0.25,0.0,0
4415,-0.97265625,-0.234375,-0.01171875,0
4416,-0.9921875,-0.234375,0.0,0
4417,-0.984375,-0.2265625,-0.00390625,0
4418,-0.98046875,-0.234375,0.0,0
4419,-0.98828125,-0.234375,0.0,0
4420,-0.98828125,-0.23828125,0.0,0
4421,-0.9921875,-0.234375,0.0,0
4422,-0.99609375,-0.22265625,0.0,0
4423,-0.99609375,-0.21484375,0.00390625,0
4424,-1.0078125,-0.23046875,-0.0078125,0
4425,-1.0078125,-0.2265625,0.0,0
4426,-0.99609375,-0.22265625,0.0,0
4427,-1.0,-0.23046875,0.0,0
4428,-0.98828125,-0.21484375,0.0,0
4429,-0.984375,-0.20703125,-0.00390625,0
4430,-0.9921875,-0.2265625,-0.00390625,0
4431,-0.98828125,-0.22265625,0.0,0
4432,-0.984375,-0.2421875,0.0,0
4433,-0.97265625,-0.21875,0.0,0
4434,-0.96875,-0.19921875,-0.00390625,0
4435,-0.984375,-0.21484375,0.0,0
4436,-0.96484375,-0.21875,-0.0078125,0
4437,-0.97265625,-0.23046875,0.0,0
4438,-0.97265625,-0.22265625,0.0,0
4439,-0.984375,-0.21875,0.0,0
4440,-0.97265625,-0.22265625,0.0,0
4441,-0.96484375,-0.2109375,0.0,0
4442,-0.98046875,-0.21484375,0.0,0
4443,-0.9765625,-0.19921875,0.00390625,0
4444,-0.9765625,-0.203125,-0.00390625,0
4445,-0.98828125,-0.19140625,-0.05078125,0
4446,-0.97265625,-0.1953125,-0.0078125,0
4447,-0.98046875,-0.20703125,0.00390625,0
4448,-0.97265625,-0.19921875,0.0,0
4449,-0.9765625,-0.22265625,-0.0078125,0
4450,-0.98828125,-0.203125,0.0,0
4451,-0.98046875,-0.21875,-0.00390625,0
4452,-0.98046875,-0.20703125,0.0,0
4453,-0.9765625,-0.20703125,-0.0234375,0
4454,-0.98046875,-0.20703125,-0.0078125,0
4455,-0.9765625,-0.21875,-0.01171875,0
4456,-0.97265625,-0.2265625,-0.00390625,0
4457,-0.96875,-0.2109375,-0.0078125,0
4458,-0.96875,-0.21875,-0.00390625,0
4459,-0.96484375,-0.20703125,0.0,0
4460,-0.97265625,-0.19921875,0.0,0
4461,-0.96875,-0.2109375,0.0,0
4462,-0.98046875,-0.2109375,0.0,0
4463,-0.98828125,-0.2109375,0.0,0
4464,-0.97265625,-0.22265625,0.0,0
4465,-0.98828125,-0.203125,-0.015625,0
4466,-0.98046875,-0.23046875,0.0,0
4467,-0.98828125,-0.171875,-0.01171875,0
4468,-0.984375,-0.20703125,0.0,0
4469,-0.98046875,-0.19921875,0.0,0
4470,-0.98046875,-0.21484375,-0.0078125,0
4471,-0.98046875,-0.22265625,-0.00390625,0
4472,-0.96484375,-0.19921875,0.0,0
4473,-0.97265625,-0.22265625,0.0,0
4474,-0.9765625,-0.21484375,0.0,0
4475,-0.98046875,-0.2265625,0.00390625,0
4476,-0.97265625,-0.21875,-0.0078125,0
4477,-0.98046875,-0.22265625,-0.0078125,0
4478,-0.984375,-0.21875,0.0,0
4479,-0.97265625,-0.21484375,0.0,0
4480,-0.98828125,-0.22265625,-0.00390625,0
4481,-0.98046875,-0.23046875,-0.00390625,0
4482,-0.9765625,-0.21875,-0.01171875,0
4483,-0.98828125,-0.21484375,0.0,0
4484,-0.99609375,-0.21875,-0.0078125,0
4485,-0.98046875,-0.22265625,-0.01171875,0
4486,-0.9765625,-0.234375,-0.00390625,0
4487,-0.98828125,-0.22265625,-0.00390625,0
4488,-0.9921875,-0.23828125,-0.00390625,0
4489,-0.9375,-0.23828125,-0.015625,0
4490,-0.98046875,-0.22265625,0.0,0
4491,-0.97265625,-0.25,-0.0078125,0
4492,-0.96484375,-0.234375,-0.00390625,0
4493,-0.96484375,-0.234375,-0.015625,0
4494,-0.9765625,-0.23046875,-0.00390625,0
4495,-0.98046875,-0.22265625,0.0,0
4496,-0.9765625,-0.23828125,-0.0078125,0
4497,-0.98046875,-0.234375,0.0,0
4498,-0.98046875,-0.22265625,-0.00390625,0
4499,-0.97265625,-0.234375,-0.00390625,0
4500,-0.9765625,-0.2265625,0.0,0
4501,-0.98046875,-0.24609375,0.00390625,0
4502,-0.97265625,-0.234375,0.0,0
4503,-0.98046875,-0.23828125,0.0,0
4504,-0.98046875,-0.2265625,0.00390625,0
4505,-0.9765625,-0.24609375,0.0078125,0
4506,-0.98046875,-0.23828125,0.0,0
4507,-0.9921875,-0.234375,0.0,0
4508,-0.98828125,-0.23828125,0.0078125,0
4509,-0.98046875,-0.2421875,0.0,0
4510,-0.98828125,-0.2265625,-0.0078125,0
4511,-0.9609375,-0.25390625,0.00390625,0
4512,-0.9921875,-0.22265625,-0.00390625,0
4513,-0.99609375,-0.2109375,0.0,0
4514,-0.9921875,-0.20703125,0.0,0
4515,-0.9921875,-0.2265625,0.0,0
4516,-0.984375,-0.21875,-0.0078125,0
4517,-1.0,-0.22265625,-0.0078125,0
4518,-0.98046875,-0.23046875,-0.00390625,0
4519,-0.98828125,-0.23046875,0.00390625,0
4520,-0.9765625,-0.2421875,0.0,0
4521,-0.97265625,-0.234375,0.0,0
4522,-0.96875,-0.23828125,-0.00390625,0
4523,-0.96484375,-0.2265625,-0.01171875,0
4524,-0.96875,-0.23046875,-0.00390625,0
4525,-0.96875,-0.23828125,0.0,0
4526,-0.96484375,-0.23828125,0.0,0
4527,-0.96875,-0.2421875,-0.01171875,0
4528,-0.97265625,-0.23046875,-0.0078125,0
4529,-0.98046875,-0.22265625,-0.0078125,0
4530,-0.97265625,-0.23046875,-0.01953125,0
4531,-0.9765625,-0.22265625,-0.01171875,0
4532,-0.98046875,-0.23046875,-0.01171875,0
4533,-0.98828125,-0.24609375,-0.015625,0
4534,-0.984375,-0.22265625,-0.0078125,0
4535,-0.9765625,-0.23828125,-0.0078125,0
4536,-0.984375,-0.23828125,-0.00390625,0
4537,-0.984375,-0.23046875,-0.01171875,0
4538,-0.98828125,-0.2265625,-0.00390625,0
4539,-0.98828125,-0.22265625,0.0,0
4540,-0.9765625,-0.23046875,0.0,0
4541,-0.984375,-0.234375,0.0,0
4542,-0.98046875,-0.22265625,-0.00390625,0
4543,-0.9765625,-0.23828125,0.0,0
4544,-0.98046875,-0.25390625,0.0,0
4545,-0.98046875,-0.2421875,-0.0078125,0
4546,-0.97265625,-0.26171875,0.0,0
4547,-0.9609375,-0.24609375,0.0,0
4548,-0.96875,-0.25,-0.00390625,0
4549,-0.984375,-0.2421875,0.00390625,0
4550,-0.98046875,-0.23046875,0.00390625,0
4551,-0.97265625,-0.22265625,0.0,0
4552,-0.97265625,-0.21875,-0.00390625,0
4553,-0.97265625,-0.234375,0.0,0
4554,-0.98046875,-0.203125,0.0,0
4555,-0.97265625,-0.22265625,-0.00390625,0
4556,-0.97265625,-0.234375,0.0,0
4557,-0.97265625,-0.2265625,0.0,0
4558,-0.9765625,-0.24609375,0.0,0
4559,-0.96875,-0.2265625,0.0,0
4560,-0.96875,-0.2421875,0.0,0
4561,-0.9765625,-0.25,-0.00390625,0
4562,-0.9765625,-0.24609375,0.0,0
4563,-0.97265625,-0.2265625,-0.015625,0
4564,-0.98046875,-0.234375,-0.01171875,0
4565,-0.984375,-0.24609375,-0.00390625,0
4566,-0.99609375,-0.21875,-0.00390625,0
4567,-0.98046875,-0.24609375,0.0,0
4568,-0.97265625,-0.234375,0.00390625,0
4569,-0.97265625,-0.22265625,0.00390625,0
4570,-0.96875,-0.23046875,0.0,0
4571,-0.97265625,-0.21875,0.0,0
4572,-0.97265625,-0.21484375,0.0,0
4573,-0.984375,-0.21875,0.00390625,0
4574,-0.96875,-0.23828125,0.0,0
4575,-0.98046875,-0.23828125,0.0,0
4576,-0.96875,-0.19140625,-0.015625,0
4577,-0.98046875,-0.2109375,-0.01171875,0
4578,-0.9765625,-0.22265625,-0.01953125,0
4579,-0.97265625,-0.23828125,0.0,0
4580,-0.9765625,-0.2265625,-0.015625,0
4581,-0.98046875,-0.23046875,0.0,0
4582,-0.9765625,-0.2265625,0.0,0
4583,-0.96875,-0.2421875,-0.0078125,0
4584,-0.96484375,-0.23828125,0.0,0
4585,-0.97265625,-0.23828125,-0.00390625,0
4586,-0.96875,-0.25,0.00390625,0
4587,-0.96875,-0.25390625,-0.00390625,0
4588,-0.97265625,-0.25,0.0,0
4589,-0.96875,-0.25,0.0,0
4590,-0.98046875,-0.2265625,-0.01171875,0
4591,-0.99609375,-0.23828125,0.0,0
4592,-0.98046875,-0.2265625,-0.0078125,0
4593,-0.98046875,-0.2421875,0.0,0
4594,-0.98828125,-0.23828125,-0.01171875,0
4595,-0.9765625,-0.23046875,-0.00390625,0
4596,-0.984375,-0.24609375,0.0,0
4597,-0.984375,-0.234375,0.0,0
4598,-0.96484375,-0.22265625,-0.03125,0
4599,-0.9765625,-0.25,0.0,0
4600,-0.98046875,-0.2421875,-0.0078125,0
4601,-0.96875,-0.23046875,-0.015625,0
4602,-0.98046875,-0.234375,0.0,0
4603,-0.98828125,-0.234375,-0.0078125,0
4604,-0.984375,-0.23828125,0.0,0
4605,-1.0,-0.22265625,0.0,0
4606,-0.984375,-0.25,0.0,0
4607,-0.98828125,-0.2421875,0.0,0
4608,-0.9765625,-0.2421875,-0.0078125,0
4609,-0.984375,-0.24609375,0.0,0
4610,-0.9609375,-0.25390625,-0.0078125,0
4611,-0.96875,-0.2421875,-0.00390625,0
4612,-0.97265625,-0.24609375,-0.01171875,0
4613,-0.98046875,-0.24609375,-0.01171875,0
4614,-0.984375,-0.24609375,0.0,0
4615,-0.97265625,-0.23828125,-0.0078125,0
4616,-0.98828125,-0.2265625,0.0,0
4617,-0.9765625,-0.23828125,-0.015625,0
4618,-0.984375,-0.21875,-0.0078125,0
4619,-0.984375,-0.22265625,-0.01171875,0
4620,-0.94921875,-0.2109375,-0.00390625,0
4621,-0.9765625,-0.24609375,-0.00390625,0
4622,-0.98046875,-0.234375,-0.00390625,0
4623,-0.97265625,-0.23046875,-0.0078125,0
4624,-0.984375,-0.23828125,-0.00390625,0
4625,-0.984375,-0.234375,0.0,0
4626,-0.98046875,-0.234375,0.0,0
4627,-0.9765625,-0.2421875,-0.01171875,0
4628,-0.97265625,-0.23828125,0.0,0
4629,-0.96875,-0.24609375,-0.0078125,0
4630,-0.97265625,-0.25,-0.015625,0
4631,-0.96875,-0.25390625,0.0,0
4632,-0.984375,-0.24609375,0.00390625,0
4633,-0.9765625,-0.25,-0.0078125,0
4634,-0.97265625,-0.24609375,-0.01171875,0
4635,-0.9765625,-0.23046875,-0.0078125,0
4636,-0.96875,-0.234375,-0.00390625,0
4637,-0.9765625,-0.23828125,0.0,0
4638,-0.9765625,-0.23046875,0.0,0
4639,-0.9765625,-0.24609375,-0.0078125,0
4640,-0.97265625,-0.23046875,0.0,0
4641,-0.98828125,-0.23046875,-0.00390625,0
4642,-1.0,-0.21875,-0.01171875,0
4643,-0.96875,-0.23828125,-0.01953125,0
4644,-0.98046875,-0.2421875,0.01171875,0
4645,-0.98046875,-0.23046875,-0.00390625,0
4646,-0.9765625,-0.24609375,0.0,0
4647,-0.9765625,-0.23046875,0.0,0
4648,-0.984375,-0.24609375,0.0,0
4649,-0.97265625,-0.23046875,-0.00390625,0
4650,-0.98828125,-0.24609375,-0.0078125,0
4651,-0.97265625,-0.2421875,0.0,0
4652,-0.9765625,-0.25,-0.01171875,0
4653,-0.97265625,-0.23828125,-0.0078125,0
4654,-0.96875,-0.23828125,0.0,0
4655,-0.98046875,-0.2421875,-0.00390625,0
4656,-0.97265625,-0.23828125,-0.015625,0
4657,-0.97265625,-0.234375,0.0,0
4658,-0.9765625,-0.23046875,0.0,0
4659,-0.97265625,-0.24609375,-0.015625,0
4660,-0.96875,-0.23828125,-0.015625,0
4661,-0.9765625,-0.23828125,0.0,0
4662,-0.9765625,-0.24609375,-0.0078125,0
4663,-0.97265625,-0.22265625,0.01171875,0
4664,-0.9765625,-0.2421875,0.0,0
4665,-0.9765625,-0.23046875,0.0,0
4666,-0.984375,-0.234375,0.00390625,0
4667,-0.984375,-0.21875,0.0,0
4668,-0.98046875,-0.23046875,0.00390625,0
4669,-0.9765625,-0.2421875,0.0,0
4670,-0.97265625,-0.2421875,0.0,0
4671,-0.9765625,-0.234375,0.0,0
4672,-0.9765625,-0.23828125,-0.00390625,0
4673,-0.9921875,-0.2421875,-0.00390625,0
4674,-0.984375,-0.23046875,-0.00390625,0
4675,-0.98046875,-0.234375,-0.015625,0
4676,-0.97265625,-0.2421875,-0.01171875,0
4677,-0.97265625,-0.24609375,0.0,0
4678,-0.96875,-0.26171875,-0.0078125,0
4679,-0.97265625,-0.23828125,0.0,0
4680,-0.94921875,-0.2421875,0.0,0
4681,-0.96484375,-0.23046875,-0.0078125,0
4682,-0.9609375,-0.2265625,0.0,0
4683,-0.96875,-0.234375,0.00390625,0
4684,-0.97265625,-0.23828125,-0.00390625,0
4685,-0.95703125,-0.25,-0.01171875,0
4686,-0.97265625,-0.2265625,-0.015625,0
4687,-0.9921875,-0.23046875,0.0,0
4688,-0.9921875,-0.23046875,-0.01171875,0
4689,-0.98828125,-0.234375,-0.0078125,0
4690,-1.00390625,-0.22265625,-0.0078125,0
4691,-0.97265625,-0.2265625,-0.0078125,0
4692,-0.9921875,-0.2421875,-0.0078125,0
4693,-0.98828125,-0.23828125,0.0,0
4694,-0.96875,-0.2578125,-0.0078125,0
4695,-0.98046875,-0.265625,0.0,0
4696,-0.97265625,-0.24609375,0.00390625,0
4697,-0.96875,-0.23828125,0.0,0
4698,-0.98046875,-0.2421875,0.00390625,0
4699,-0.98828125,-0.23828125,0.0,0
4700,-0.9921875,-0.23828125,0.0,0
4701,-0.98828125,-0.23046875,-0.0078125,0
4702,-0.984375,-0.23828125,-0.0078125,0
4703,-0.98046875,-0.2421875,-0.00390625,0
4704,-0.9765625,-0.23828125,-0.01171875,0
4705,-0.9765625,-0.234375,0.0,0
4706,-0.9765625,-0.2265625,-0.01171875,0
4707,-0.97265625,-0.19921875,0.015625,0
4708,-0.9765625,-0.2265625,-0.00390625,0
4709,-0.98046875,-0.22265625,-0.00390625,0
4710,-0.97265625,-0.25,0.0,0
4711,-0.97265625,-0.22265625,0.0,0
4712,-0.9765625,-0.2421875,0.0,0
4713,-0.96875,-0.23046875,-0.0078125,0
4714,-0.96875,-0.23046875,-0.00390625,0
4715,-0.9921875,-0.2265625,0.0,0
4716,-0.98828125,-0.2265625,0.00390625,0
4717,-0.984375,-0.234375,0.0,0
4718,-0.98828125,-0.23046875,-0.0078125,0
4719,-0.9765625,-0.23046875,0.0,0
4720,-0.9765625,-0.22265625,-0.0078125,0
4721,-0.97265625,-0.22265625,-0.00390625,0
4722,-0.9765625,-0.24609375,0.0,0
4723,-0.9765625,-0.23046875,0.0,0
4724,-0.984375,-0.23046875,0.0,0
4725,-0.98046875,-0.23828125,-0.015625,0
4726,-0.98046875,-0.2421875,0.00390625,0
4727,-0.98046875,-0.23046875,-0.00390625,0
4728,-0.96875,-0.234375,0.0,0
4729,-0.9921875,-0.23046875,-0.00390625,0
4730,-0.9765625,-0.21875,-0.015625,0
4731,-0.98046875,-0.25390625,0.00390625,0
4732,-0.97265625,-0.23828125,0.0,0
4733,-0.98046875,-0.2265625,0.0,0
4734,-0.98046875,-0.2109375,0.0,0
4735,-0.984375,-0.23828125,0.0,0
4736,-0.9765625,-0.23828125,-0.00390625,0
4737,-0.98046875,-0.23828125,0.0,0
4738,-0.98046875,-0.23046875,-0.01171875,0
4739,-0.98046875,-0.23828125,0.0,0
4740,-0.98046875,-0.23828125,-0.01953125,0
4741,-0.9765625,-0.23828125,-0.00390625,0
4742,-0.96484375,-0.23828125,-0.00390625,0
4743,-0.97265625,-0.23828125,0.0,0
4744,-0.97265625,-0.25,-0.00390625,0
4745,-0.9765625,-0.2421875,-0.0078125,0
4746,-0.9765625,-0.23046875,-0.0078125,0
4747,-0.98828125,-0.2265625,0.0,0
4748,-0.98046875,-0.21484375,-0.00390625,0
4749,-0.98828125,-0.25,0.0,0
4750,-0.9765625,-0.203125,-0.0234375,0
4751,-0.98046875,-0.23046875,0.0,0
4752,-0.96875,-0.234375,0.0,0
4753,-0.98828125,-0.23828125,0.0,0
4754,-0.97265625,-0.2421875,0.0,0
4755,-0.97265625,-0.23828125,-0.00390625,0
4756,-0.9765625,-0.25,0.0,0
4757,-0.97265625,-0.22265625,-0.00390625,0
4758,-0.97265625,-0.234375,-0.00390625,0
4759,-0.97265625,-0.23046875,0.0,0
4760,-0.984375,-0.2421875,0.0,0
4761,-0.984375,-0.2265625,0.0,0
4762,-0.96875,-0.22265625,0.00390625,0
4763,-0.97265625,-0.25,0.0,0
4764,-0.9765625,-0.22265625,-0.0078125,0
4765,-0.98828125,-0.23046875,0.00390625,0
4766,-0.98046875,-0.22265625,0.0,0
4767,-0.97265625,-0.23828125,0.0,0
4768,-0.98046875,-0.21875,-0.00390625,0
4769,-0.9765625,-0.22265625,-0.00390625,0
4770,-0.97265625,-0.23046875,-0.00390625,0
4771,-0.97265625,-0.23046875,-0.0078125,0
4772,-0.96875,-0.28125,0.0,0
4773,-0.97265625,-0.2265625,0.00390625,0
4774,-0.9765625,-0.23046875,0.0,0
4775,-0.9765625,-0.23046875,0.0,0
4776,-0.98828125,-0.25,0.0,0
4777,-0.97265625,-0.23046875,0.0,0
4778,-0.9921875,-0.2265625,0.01171875,0
4779,-0.97265625,-0.234375,0.0,0
4780,-0.97265625,-0.22265625,0.00390625,0
4781,-0.96484375,-0.23828125,-0.0078125,0
4782,-0.98046875,-0.22265625,-0.00390625,0
4783,-0.98828125,-0.2265625,0.0,0
4784,-0.98046875,-0.21484375,0.00390625,0
4785,-0.984375,-0.22265625,-0.01171875,0
4786,-1.00390625,-0.2265625,0.0,0
4787,-0.98828125,-0.2265625,0.0,0
4788,-0.98828125,-0.2421875,0.00390625,0
4789,-0.96875,-0.2421875,-0.01171875,0
4790,-0.96484375,-0.2265625,0.0,0
4791,-0.96875,-0.2265625,0.0,0
4792,-0.97265625,-0.21875,0.0,0
4793,-0.98046875,-0.21484375,0.0,0
4794,-0.96875,-0.21484375,-0.0234375,0
4795,-0.97265625,-0.203125,0.0,0
4796,-0.984375,-0.22265625,0.0,0
4797,-0.984375,-0.22265625,-0.00390625,0
4798,-0.98828125,-0.21875,0.00390625,0
4799,-0.98828125,-0.21484375,0.0,0
4800,-0.98828125,-0.21484375,0.0,0
4801,-0.9765625,-0.2265625,0.0,0
4802,-0.98828125,-0.21484375,0.0,0
4803,-0.98046875,-0.21484375,-0.00390625,0
4804,-0.98046875,-0.22265625,0.0,0
4805,-0.9765625,-0.21484375,-0.00390625,0
4806,-0.98046875,-0.21484375,0.0,0
4807,-0.9765625,-0.21875,0.00390625,0
4808,-0.98828125,-0.22265625,-0.0078125,0
4809,-0.98828125,-0.21875,-0.0078125,0
4810,-0.9765625,-0.2109375,-0.00390625,0
4811,-0.98828125,-0.2265625,0.00390625,0
4812,-0.98046875,-0.21875,0.0,0
4813,-0.98828125,-0.22265625,0.0,0
4814,-0.984375,-0.2265625,0.0,0
4815,-0.98828125,-0.22265625,0.0,0
4816,-0.98828125,-0.1640625,0.015625,0
4817,-0.98828125,-0.21875,0.0,0
4818,-0.98828125,-0.2109375,0.0,0
4819,-0.98828125,-0.21875,0.0,0
4820,-0.97265625,-0.21484375,-0.0078125,0
4821,-0.97265625,-0.21484375,-0.01171875,0
4822,-0.97265625,-0.21484375,-0.0078125,0
4823,-0.9765625,-0.21484375,0.0,0
4824,-0.98046875,-0.21484375,-0.00390625,0
4825,-0.9765625,-0.19921875,-0.015625,0
4826,-0.9765625,-0.22265625,0.0,0
4827,-0.9765625,-0.21875,-0.01171875,0
4828,-0.97265625,-0.19921875,0.0,0
4829,-0.984375,-0.21484375,0.0,0
4830,-0.984375,-0.22265625,0.0,0
4831,-0.9765625,-0.2265625,0.0,0
4832,-0.984375,-0.203125,0.0,0
4833,-0.9765625,-0.21875,0.0,0
4834,-0.984375,-0.21484375,-0.00390625,0
4835,-0.97265625,-0.21875,0.0,0
4836,-0.9765625,-0.2109375,0.0,0
4837,-0.984375,-0.19921875,-0.0078125,0
4838,-0.97265625,-0.20703125,0.03515625,0
4839,-0.97265625,-0.21875,-0.01171875,0
4840,-0.97265625,-0.21484375,-0.0078125,0
4841,-0.984375,-0.21484375,0.0,0
4842,-0.98046875,-0.21484375,-0.01171875,0
4843,-0.9765625,-0.21875,0.0,0
4844,-0.98046875,-0.21875,0.0,0
4845,-0.9765625,-0.21875,0.0,0
4846,-0.96875,-0.21484375,-0.0078125,0
4847,-0.97265625,-0.2109375,0.0,0
4848,-0.97265625,-0.2109375,-0.00390625,0
4849,-0.98828125,-0.21875,-0.0078125,0
